Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Chapitre, Type, Conserver, Revoir,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Notes
3047,aun,aun,aun,aun,aun,aun,ø,avn,22,traduction,Non, Non,1,1,1,1,1,1,NA,2,
3048,muslos,muslos,,muros,muslos,muslos,ø,muslos,22,traduction,Non, Non,1,1,2,3,1,1,NA,1,
3049,peñas,pellas,pellas,peñas,pellas,peñas,ø,peñas,22,traduction,Oui, Non,2,1,1,2,1,2,NA,2,
3050,fuerte,fuertemente,fuerte,fuerte,fuertemente,fuerte,ø,fuerte,22,traduction,Non, Non,2,1,2,2,1,2,NA,2,
3051,algunas,algunas,algunas,algunas,aquellas,algunas,ø,algunas,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3052,fuydizos,fuydizos,fuydizos,fuydizos,foydos,fuydizos,ø,fuydizos,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3053,fuera,fuera,fuera,fuera,,fuera,ø,fuera,22,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3054,O,o,o,e,e,et,ø,O,22,traduction,Non, Non,3,3,3,1,1,2,NA,3,
3055,çibdat,çeladas,çibdat,çelada,çeladas,çelada,ø,cibdad,22,traduction,Oui, Non,1,2,1,2,2,2,NA,1,
3056,cerça,çerca,çerca,çerca,çerca,çerca,ø,cerca,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3057,arbellas,Arbellas,arbellas,Arbellas,Arbellias,Arbella,ø,arbellas,22,glose,Non, Non,1,1,1,1,3,2,NA,1,
3058,ø,que,ø,ø,que,ø,ø,la,22,glose,Non, Non,0,1,0,0,1,0,NA,2,
3059,ø,era,ø,ø,era,ø,ø,me,22,glose,Non, Non,0,1,0,0,1,0,NA,2,
3060,la,la,la,la,la,la,ø,jor,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3061,e,Et,Et,E,en,Et,ø,e,22,glose,Non, Non,1,2,2,1,3,2,NA,1,
3062,saliolo,saliól,saliólo,saliólo,salliólo,saliólo,ø,saliolo,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3063,muy,mucho,muy,muy,muy,muy,ø,muy,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3064,onrradamente,onrradamente,honrradamente,onrradamente,onrradamente,honrradamente,ø,honrradamente,22,glose,Non, Non,1,1,2,1,1,2,NA,2,
3065,e,e,e,e,de,e,ø,e,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3066,al,el,al,al,el,al,ø,al,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3067,encortinaron,encortinaron,encortinaron,encortinaron,encortinaron,encortináronla,ø,encortinaron,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3068,deseda,seda,seda,seda,seda,seda,ø,seda,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3069,fizoles,fízolos,fízoles,fízoles,fízoles,fízole,ø,fizoles,22,glose,Non, Non,2,3,2,2,2,1,NA,2,
3070,enel,en,en,en,en,en,ø,en,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3071,e,xxxiiii°,e,e,e,e,ø,e,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3072,refrescar,rrefrescar,refrescar,refrescar,rrefrescar,refrenar,ø,refrescar,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3073,cresçida,cresçida,creçida,creçida,rrecreçida,cresçida,ø,crescida,22,glose,Non, Non,1,1,1,1,2,1,NA,1,
3074,para,para,a,para,para,para,ø,para,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3075,caualleros,cabdillos,cavalleros,cavalleros,cabdillos,cavalleros,ø,caualleros,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3076,cabdillos,cavalleros,cabdillos,caudillos,cavalleros,caudillos,ø,cabdillos,22,glose,Non, Non,1,2,1,1,2,1,NA,1,
3077,vxios,Huxios,Uxios,Uxios,Uxios,uxios,ø,Vxios,22,glose,Non, Non,3,2,1,1,1,1,NA,3,
3078,montosa,montañosa,montosa,montosa,montañosa,ø,ø,montuosa,22,glose,Non, Non,1,3,1,1,3,0,NA,2,
3079,quisieransele,quisyéransele,quesiéransele,quisiéranse,quisiéransele,quisieransela,ø,quisieransele,22,glose,Non, Non,3,3,2,3,3,1,NA,3,
3080,en,en,en,en,e,en,ø,en,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3081,que,que,que,que,porque,que,ø,que,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3082,estaua,estava,estava,estava,estava,estaca,ø,estaua,22,glose,Non, Non,2,2,2,2,2,1,NA,2,
3083,tan,tan,tan,tan,tan,tan,ø,muy,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3084,que,que,que,que,que,que,ø,por,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3085,rogarle,rrogarle,rrogar,rogarle,rrogarle,rogarle,ø,rogar,22,glose,Non, Non,1,1,2,1,1,1,NA,2,
3086,que,ca,que,que,ca,quales,ø,que,22,glose,Non, Non,2,1,2,2,1,3,NA,2,
3087,dona,doña,doña,doña,doña,doña,ø,doña,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3088,sabian,sabién,vían,sabían,sabía,sabían,ø,sabian,22,glose,Non, Non,1,1,3,1,2,1,NA,1,
3089,rey,rrey,rey,rey,Alixandre,rey,ø,Rey,22,glose,Oui, Non,1,1,1,1,2,1,NA,1,
3090,perderia,perderié,perdería,perdería,perdería,perdonaba,ø,perderia,22,glose,Oui, Non,1,3,1,1,1,2,NA,1,
3091,asi,asý,así,assý,a,asý,ø,assy,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3092,vio,bio,vio,vido,sopo,vido,ø,vio,22,glose,Oui, Non,2,2,2,2,1,2,NA,2,
3093,ø,ø,ø,e,ø,que,ø,que,22,glose,Non, Non,0,0,0,1,0,2,NA,2,
3094,ademas,además,además,además,demás,además,ø,ademas,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3095,venose,vínose,vínose,vénose,vínose,vínose,ø,vino,22,glose,Non, Non,2,2,2,2,2,2,NA,1,
3096,quemola,quemóla,quemóla,quemóla,quemóla,quemóla,ø,quemo,22,glose,Non, Non,2,2,2,2,2,2,NA,1,
3097,ø,ø,ø,ø,e,ø,ø,la,22,glose,Non, Non,0,0,0,0,1,0,NA,2,
3098,ø,ø,ø,ø,destruyóla,ø,ø,cibdad,22,glose,Non, Non,0,0,0,0,1,0,NA,2,
3099,destruyo,destruyó,destruyó,destruyó,derribó,destruyó,ø,destruyo,22,glose,Non, Non,1,1,1,1,2,1,NA,1,
3100,eran,estavan,eran,eran,estavan,eran,ø,eran,22,glose,Oui, Non,2,1,2,2,1,2,NA,2,
3101,dioles,dióles,dióles,dióles,dióles,dióles,ø,diosles,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3102,visquesen,visquiesen,beviesen,biviesen,visquesen,biviesen,ø,biuiessen,22,glose,Non, Non,2,2,1,2,2,2,NA,2,
3103,torrnaronse,tornaron,tornáronse,tornaron,tornaron,rretorrnaron,ø,tornaronse,22,glose,Non, Non,1,2,1,2,2,3,NA,1,
3104,para,a,para,a,a,a,ø,para,22,glose,Non, Non,2,1,2,1,1,1,NA,2,
3105,el,dél,dél,él,él,dél,ø,del,22,glose,Non, Non,2,1,1,2,2,1,NA,1,
3106,los,los,los,los,los,los,ø,todos,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3107,suyos,suyos,suyos,suyos,suyos,suyos,ø,sus,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3108,salir,salirle,salir,salir,sallirle,salir,ø,salir,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3109,esforçolos,esforçó,efforçólos,esforçólos,efforçó,esforçólos,ø,esforçolos,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3110,ø,a,ø,ø,e,ø,ø,ø,22,glose,Non, Non,0,2,0,0,1,0,NA,0,
3111,tomar,tomar,tornar,tomar,tomar,tomar,ø,tomar,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3112,quisiera,quisiera,quisiera,quisiera,quisiéralos,quisiera,ø,quisiera,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3113,matarlos,matarlos,matarlos,matarlos,matar,matarlos,ø,matarlos,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3114,mas,e,Mas,mas,e,mas,ø,Mas,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3115,artabaco,Arcabatio,Artabaco,Artabaco,Artebario,Artabaco,ø,Artabaco,22,glose,Non, Non,3,1,3,3,2,3,NA,3,
3116,si,sý,sý,sí,sí,sý,ø,sy,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3117,E,E,et,E,e,ca,ø,E,22,glose,Non, Non,1,1,2,1,1,3,NA,1,
3118,cometido,encomençado,cometido,cometido,començado,acometido,ø,cometido,22,glose,Non, Non,1,3,1,1,3,2,NA,1,
3119,vieron,ovieron,vieron,vieron,ovieron,vieron,ø,vieron,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3120,patron,Patro,Patrón,Patrón,Polícrato,Patrón,ø,Patron,22,glose,Non, Non,2,3,2,2,1,2,NA,2,
3121,que,quel,que,que,que,que,ø,que,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3122,le,nol,le,le,lo,le,ø,le,22,glose,Non, Non,3,1,3,3,2,3,NA,3,
3123,partiose,partióse,partióse,partiósse,partióse,partióse,ø,partio,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3124,para,a,para,a,a,a,ø,para,22,glose,Non, Non,2,1,2,1,1,1,NA,2,
3125,perdonolo,perdonól,perdonólo,perdonóle,perdonólo,perdonóle,ø,perdonolo,22,glose,Non, Non,3,2,1,4,1,4,NA,3,
3126,tantas,atantas,tantas,tantas,tantas,tantas,ø,tantas,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3127,lançadas,lançadas,,lançadas,lançadas,lançadas,ø,lançadas,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3128,venia,venié,venía,venía,bivía,venýa,ø,venia,22,glose,Non, Non,1,1,1,1,2,1,NA,1,
3129,lo,quel,le,lo,lo,lo,ø,lo,22,glose,Non, Non,1,2,3,1,1,1,NA,1,
3130,auia,avía,avía,aquexava,avía,aquexava,ø,auia,22,glose,Oui, Non,1,1,1,2,1,2,NA,1,
3131,demandole,demandól,demandóle,demandóle,demandóle,demandóle,ø,demandole,22,glose,Non, Non,2,1,2,2,2,2,NA,2,
3132,quien,quién,quién,quién,quién,quién,ø,queen,22,glose,Non, Non,2,2,2,2,2,2,NA,1,
3133,dixo,dixo,díxole,dixo,dixo,dixo,ø,dixo,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3134,lo,lo,lo,lo,le,lo,ø,lo,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3135,le,quel,le,le,le,le,ø,le,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3136,que,quel,que,que,que,que,ø,que,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3137,ellos,ellos,ellos,ellos,ellos,ellos,ø,aquellos,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3138,vençida,vençida,vençida,vençida,bençida,vençida,ø,vencida,22,glose,Non, Non,1,1,1,1,1,1,NA,1,
3139,que,quel,que,que,que,que,ø,que,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3140,sobre,sobrél,sobre,sobre,sobrél,sobrél,ø,sobrel,22,glose,Non, Non,1,2,1,1,2,2,NA,2,
3141,leuauan,llevavan,llevavan,levavan,levavan,llevavan,ø,leuauan,22,glose,Non, Non,1,2,2,1,1,2,NA,1,
3142,ellos,ellos,ellos,ellos,ellos,ellos,ø,conellos,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3143,narbazones,Narbasones,Narbozones,Narbazones,Bornosones,Narbazones,ø,narbazones,22,glose,Non, Non,4,3,2,4,1,4,NA,4,
3144,ruego,rruego,rruego,ruego,ruego,ruego,ø,ruego,22,glose,Non, Non,1,2,2,1,1,1,NA,1,
3145,que,quel,que,que,quel,que,ø,que,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3146,arastro,arrastró,arrastró,arastró,,arastró,ø,arrastro,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3147,enforcolo,enforcólo,enforcólo,enforcólos,aforçólo,enforcólo,ø,enforcolo,22,glose,Non, Non,1,1,1,2,3,1,NA,1,
3148,assi,asý,así,así,así,allý,ø,assi,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3149,era,era,era,era,el,era,ø,era,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3150,senonr,señor,señor,señor,señor,señor,ø,señor,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3151,allego,allegó,allegó,allegó,llegó,allegó,ø,allego,22,glose,Non, Non,1,1,1,1,2,1,NA,1,
3152,e,e,e,e,a,e,ø,e,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3153,saliolo,saliól,salióle,saliólo,salliólo,saliólo,ø,saliolo,22,glose,Non, Non,1,2,2,1,1,1,NA,1,
3154,quales,les,quales,quales,quales,quales,ø,quales,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3155,tenerles,tener,tenerles,tenerles,tener,tenerles,ø,tener,22,glose,Non, Non,2,1,2,2,1,2,NA,1,
3156,en,en,en,en,e,en,ø,en,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3157,tan,tan,atán,tan,tan,tan,ø,tan,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3158,,podié,podía,podía,podía,podía,ø,podia,22,glose,Non, Non,1,2,2,2,2,2,NA,2,
3159,lançar,lançar,,lançar,lançar,lançar,ø,lançar,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3160,en,en,en,en,en,e,ø,en,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3161,le,lo,le,lo,lo,lo,ø,le,22,glose,Non, Non,2,1,2,1,1,1,NA,2,
3162,ouo,tomó,ovo,ovo,ovo,ovo,ø,ouo,22,glose,Oui, Non,1,2,1,1,1,1,NA,1,
3163,dende,dende,dende,dende,ende,dende,ø,dende,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3164,dos,los,dos,dos,dos,dos,ø,dos,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3165,al,al,el,al,al,al,ø,al,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3166,de,de,de,de,de,e,ø,de,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3167,danpno,daño,dapño,daño,daño,dapño,ø,daño,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3168,y,ý,ý,ý,ay,ý,ø,y,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3169,el,el,el,el,el,quel,ø,el,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3170,de,en,de,de,en,de,ø,de,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3171,cuenta,cuenta,cuenta,cuenta,cuenta,cuento,ø,cuenta,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3172,que,que,que,que,quel,que,ø,que,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3173,fuelos,fuélos,fuélos,fueles,fuélos,fuéles,ø,fuelos,22,glose,Non, Non,1,1,1,2,1,2,NA,1,
3174,coger,coger,coger,coger,coser,coger,ø,cojer,22,glose,Non, Non,1,1,1,1,2,1,NA,1,
3175,conella,con,con,con,con,con,ø,con,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3176,escudar,escusar,escudar,escudar,escusar,escudar,ø,escudar,22,glose,Oui, Non,2,1,2,2,1,2,NA,2,
3177,enbargadas,enbargadas,enbargadas,enbargadas,enbargadas,alargadas,ø,embargadas,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3178,por,en,por,en,en,en,ø,por,22,glose,Non, Non,2,1,2,1,1,1,NA,2,
3179,do,commo,do,commo,commo,commo,ø,do,22,glose,Non, Non,2,1,2,1,1,1,NA,2,
3180,que,quel,que,que,quel,que,ø,que,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3181,diole,diól,dióle,dióle,dióle,dióle,ø,diole,22,glose,Non, Non,2,1,2,2,2,2,NA,2,
3182,el,el,el,el,el,el,ø,al,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3183,paso,paso,paso,passo,paso,paso,ø,passo,22,glose,Non, Non,1,1,1,2,1,1,NA,2,
3184,desanparo,desanparó,desmanparó,desanparó,desanparó,desanparó,ø,desamparo,22,glose,Non, Non,2,2,1,2,2,2,NA,2,
3185,cerca,açerca,açerca,çerca,çerca,çerca,ø,cerca,22,glose,Non, Non,2,1,1,2,2,2,NA,2,
3186,cuydando,cuydando,cuydando,cuydando,pensando,cuydando,ø,cuydando,22,glose,Oui, Non,2,2,2,2,1,2,NA,2,
3187,esforçarlos,esforçar,efforçarlos,esforçarlos,efforçar,esforçarlos,ø,esforçarlos,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3188,diziendoles,diziendo,diziéndoles,diziéndoles,diziendo,diziéndoles,ø,diziendoles,22,glose,Non, Non,1,2,1,1,2,1,NA,1,
3189,brauamente,bravamente,bravamente,bravamente,bravamente,bravamente,ø,brauamente,22,glose,Non, Non,2,1,1,1,1,1,NA,2,
3190,conel,él,él,él,él,él,ø,el,22,glose,Non, Non,1,3,3,3,3,3,NA,2,
3191,mataron,matáronlos,matáronlos,matáronlos,matáronlos,ø,ø,mataron,22,glose,Non, Non,1,2,2,2,2,0,NA,1,
3192,tan,tan,tan,tan,tan,tan,ø,ta,22,glose,Non, Non,1,1,1,1,1,1,NA,2,
3193,e,e,a,e,e,e,ø,e,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3194,desanpararon,desanpararon,desmanpararon,desanpararon,desanpararon,desanpararon,ø,desampararon,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3195,a,a,a,a,e,a,ø,a,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3196,poro,él,Poro,Poro,él,Poro,ø,poro,22,glose,Non, Non,1,2,1,1,2,1,NA,1,
3197,firieron,firiéronlo,feriéronlo,firiéronlo,firiéronlo,firiéronlo,ø,firieronlo,22,glose,Non, Non,1,2,2,2,2,2,NA,2,
3198,cauallos,cavallos,cavallos,cavallos,cavalleros,cavallos,ø,cauallos,22,glose,Oui, Non,2,2,2,2,1,2,NA,2,
3199,leuauan,levavan,llevavan,levavan,levavan,levavan,ø,leuauan,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3200,deJarretaderas,dejarretaderas,dejarretaderas,dejarrederas,dejarretaderas,dejarretaderas,ø,dejarretaderas,22,glose,Non, Non,1,1,1,2,1,1,NA,1,
3201,Jarretauanlos,dejarretávanlos,dejarretávanlos,dejarretávanlos,dejarretávanlos,dejarretávanlos,ø,dejarretauanlos,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3202,apeose,apeóse,apesóse,apeósse,apeóse,apeóse,ø,apeose,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3203,llego,llegó,allegó,llegó,llegó,llegó,ø,llego,22,glose,Non, Non,2,2,1,2,2,2,NA,2,
3204,quisole,quísol,quísole,quísole,quísole,quísole,ø,quisole,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3205,el,el,el,su,la,su,ø,el,22,glose,Non, Non,2,2,2,1,3,1,NA,2,
3206,que,que,que,que,e,que,ø,que,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3207,conuien,conviene,conviene,conviene,conviene,es,ø,conuiene,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3208,ø,tý,lo,tí,tý,tý,ø,ø,22,glose,Non, Non,0,2,1,2,2,2,NA,0,
3209,el,al,el,el,el,el,ø,el,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3210,auentura,ventura,ventura,aventura,ventura,aventura,ø,auentura,22,glose,Non, Non,1,2,2,1,2,1,NA,1,
3211,cayas,cayas,ayas,caygas,cayas,caygas,ø,cayas,22,glose,Non, Non,2,2,1,2,2,2,NA,2,
3212,esta,estas,ø,esta,esta,esta,ø,enesta,22,glose,Non, Non,2,3,0,2,2,2,NA,1,
3213,presunçion,presunpçión,presunçión,presunçión,presunçión,presunçión,ø,presumcion,22,glose,Non, Non,1,1,2,2,2,2,NA,2,
3214,Ca,ca,Ca,ca,que,Ca,ø,Ca,22,glose,Non, Non,1,1,1,1,2,1,NA,1,
3215,dixole,dixo,díxole,díxole,dixo,díxole,ø,dixole,22,glose,Non, Non,1,2,1,1,2,1,NA,1,
3216,tomolo,tomól,tomólo,tomólo,tomólo,tomólo,ø,tomolo,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3217,ø,levól,ø,ø,levólo,ø,ø,ø,22,glose,Non, Non,0,1,0,0,2,0,NA,0,
3218,mandolo,mandól,mandólo,mandólo,mandólo,mandólo,ø,mandolo,22,glose,Non, Non,2,1,3,3,3,3,NA,2,
3219,fizolo,fízol,fízolo,fízolo,fízole,fízolo,ø,fizolo,22,glose,Non, Non,3,1,3,3,2,3,NA,3,
3220,besole,besól,besóle,besóle,besóle,besóle,ø,besole,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3221,torrnose,tornóse,tornóse,tornóse,fízole,torrnóse,ø,tornose,22,glose,Non, Non,2,2,2,2,1,2,NA,2,
3222,dexole,dexól,dejóle,dexóle,dexóle,dexóle,ø,dexole,22,glose,Non, Non,3,1,2,3,3,3,NA,3,
3223,acresçentole,acresçentól,acreçentóle,acreçentóle,acreçentóle,acresçentóle,ø,acrescentole,22,glose,Non, Non,1,3,2,2,2,1,NA,1,
3224,al,el,al,al,el,al,ø,al,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3225,llamauan,llamavan,llamavan,llamavan,llamavan,dezían,ø,llamauan,22,glose,Non, Non,2,2,2,2,2,1,NA,2,
3226,buçifal,Buçífal,Buçífal,Buçéfal,Buçífal,Buçífal,ø,Bucifal,22,glose,Non, Non,2,2,2,1,2,2,NA,2,
3227,vn,tan,un,un,tan,un,ø,vn,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3228,tal,noble,tal,tal,noble,tal,ø,tal,22,glose,Non, Non,2,1,2,2,1,2,NA,2,
3229,tal,tal,tal,tal,grant,ø,ø,tal,22,glose,Non, Non,1,1,1,1,2,0,NA,1,
3230,que,que,que,que,que,e,ø,que,22,glose,Non, Non,1,1,1,1,1,2,NA,1,
3231,auia,avié,avía,avía,avía,para,ø,auia,22,glose,Non, Non,2,3,2,2,2,1,NA,2,
3232,cubierto,abierto,cubierto,cubierto,abierto,cu,ø,cubierto,22,glose,Oui, Non,1,3,1,1,3,2,NA,1,
3233,con,con,de,con,con,con,ø,con,22,glose,Non, Non,1,1,2,1,1,1,NA,1,
3234,espinas,espinas,espinas,espinas,espigas,espynas,ø,espinas,22,glose,Non, Non,1,1,1,1,2,1,NA,1,
3235,enel,en,en,en,en,en,ø,en,22,glose,Non, Non,2,1,1,1,1,1,NA,1,
3236,pero,enpero,enpero,pero,enpero,pero,ø,pero,22,glose,Non, Non,2,1,1,2,1,2,NA,2,
3237,que,quel,que,que,que,que,ø,que,22,glose,Non, Non,1,2,1,1,1,1,NA,1,
3238,del,el,del,ø,el,ø,ø,del,22,glose,Non, Non,1,2,1,0,2,0,NA,1,
3239,do,do,do,do,ø,do,ø,en,23,,Non, Non,1,1,1,1,0,1,NA,2,
3240,muestra,muestra,muestra,muestra,ø,muestra,ø,que,23,,Non, Non,1,1,1,1,0,1,NA,2,
3241,en,en,en,en,en,son,ø,en,23,,Non, Non,1,1,1,1,1,2,NA,1,
3242,qual,quál,quál,quál,quál,menester,ø,qual,23,,Non, Non,2,2,2,2,2,1,NA,2,
3243,manera,manera,manera,manera,manera,para,ø,manera,23,,Non, Non,1,1,1,1,1,2,NA,1,
3244,se,se,se,se,se,las,ø,se,23,,Non, Non,1,1,1,1,1,2,NA,1,
3245,deue,deve,deve,deve,deve,,ø,deue,23,,Non, Non,1,1,1,1,1,2,NA,1,
3246,fazer,fazer,fazer,fazer,fazer,de,ø,fazer,23,,Non, Non,1,1,1,1,1,2,NA,1,
3247,naue,nave,nave,nave,nave,mar,ø,naue,23,,Non, Non,1,1,1,1,1,2,NA,1,
3248,e,e,e,e,e,recuenta,ø,e,23,,Non, Non,1,1,1,1,1,2,NA,1,
3249,qual,quál,quál,quál,quál,este,ø,qual,23,,Non, Non,2,2,2,2,2,1,NA,2,
3250,manera,manera,manera,manera,manera,capítulo,ø,manera,23,,Non, Non,1,1,1,1,1,2,NA,1,
3251,deue,deven,deve,deve,deven,de,ø,deue,23,,Non, Non,1,3,1,1,3,2,NA,1,
3252,batalla,batalla,batalla,batalla,batalla,muerte,ø,batalla,23,,Non, Non,1,1,1,1,1,2,NA,1,
3253,que,qué,aquí,qué,qué,Alexandre,ø,soñ,23,,Non, Non,4,4,2,4,4,3,NA,1,
3254,ordenados,ordenadas,ordenadas,ordenadas,ordenadas,ø,ø,ordenadas,23,,Non, Non,2,1,1,1,1,0,NA,1,
3255,muestra,ø,ø,ø,el,n,ø,ø,23,traduction,Non, Non,3,0,0,0,1,2,NA,0,
3256,nesteneste,ø,n,n,n,E,ø,,23,traduction,Non, Non,3,0,2,2,2,1,NA,2,
3257,ø,ø,este,este,iii°,este,ø,este,23,traduction,Non, Non,0,0,2,2,1,2,NA,2,
3258,ø,ø,muestra,muestra,demuestra,muestra,ø,muestra,23,traduction,Non, Non,0,0,1,1,2,1,NA,1,
3259,sedeue,ø,deve,deve,deve,deve,ø,deue,23,traduction,Non, Non,2,0,1,1,1,1,NA,1,
3260,naue,ø,nave,nao,nave,nao,ø,naue,23,traduction,Non, Non,2,0,2,1,2,1,NA,2,
3261,que,ø,qué,qué,qué,aquí,ø,que,23,traduction,Non, Non,2,0,2,2,2,1,NA,2,
3262,do,do,do,Do,Do,Do,ø,Do,23,traduction,Non, Non,2,2,2,1,1,1,NA,1,
3263,deuese,dévese,dévese,dévese,deve,dévese,ø,deuese,23,traduction,Non, Non,2,2,2,2,1,2,NA,2,
3264,e,o,e,e,o,e,ø,e,23,traduction,Non, Non,2,1,2,2,1,2,NA,2,
3265,aquel,aquel,aquél,aquél,qual,aquél,ø,aquel,23,traduction,Non, Non,1,1,1,1,2,1,NA,1,
3266,cortos,cortos,cortos,cortos,cortos,cortos,ø,cortados,23,traduction,Non, Non,1,1,1,1,1,1,NA,2,
3267,aun,aun,aun,aun,aún,aún,ø,avn,23,traduction,Non, Non,1,1,1,1,1,1,NA,2,
3268,aserrarlos,ferrarlos,aserrarlos,assorrarlos,aserrarlos,aserrarlos,ø,aserrarlos,23,traduction,Non, Non,1,2,1,1,1,1,NA,1,
3269,si,asý,si,si,así,sy,ø,si,23,traduction,Non, Non,2,1,2,2,1,2,NA,2,
3270,verdes,verdes,verdes,verdes,secos,verdes,ø,verdes,23,traduction,Oui, Non,2,2,2,2,1,2,NA,2,
3271,fazerse,fazer,fazerse,fazerse,fazerse,fazerse,ø,fazerse,23,traduction,Non, Non,1,2,1,1,1,1,NA,1,
3272,Ca,ca,Et,Ca,ca,E,ø,Ca,23,traduction,Non, Non,3,3,2,3,3,1,NA,3,
3273,fazer,çerrar,fazer,fazer,ø,fazer,ø,fazer,23,traduction,Non, Non,2,1,2,2,0,2,NA,2,
3274,segunda,iii°,segunda,ii°,segunda,ii°,ø,segunda,23,traduction,Non, Non,2,1,2,2,2,2,NA,2,
3275,cosa,rrazón,cosa,cosa,cosa,cosa,ø,cosa,23,traduction,Non, Non,1,2,1,1,1,1,NA,1,
