Index,A,B,G,J,Q,R,Z,U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U
2218,ø,ø,ø,ø,todo,ø,ø,ø,21,glose,Non, Non,2218,0,0,0,0,1,0,0,0
2219,ø,de,de,de,en,de,de,ø,22,,Non, Non,2219,0,3,3,3,2,3,3,0
2220,las,las,las,las,ø,las,las,ø,22,,Non, Non,2220,2,2,2,2,0,2,2,0
2221,commode,commo,commo,commo,commo,ø,como,ø,22,,Non, Non,2221,3,1,1,1,1,0,4,0
2222,ø,de,de,de,de,de,de,ø,22,,Non, Non,2222,0,1,1,1,1,1,1,0
2223,los,los,los,los,los,ø,los,ø,22,,Non, Non,2223,1,1,1,1,1,0,1,0
2224,ø,ø,ø,ø,ø,ø,casti,ø,22,,Non, Non,2224,0,0,0,0,0,0,2,0
2225,o,ø,ø,ø,ø,ø,ø,ø,22,,Non, Non,2225,2,0,0,0,0,0,0,0
2226,ø,ø,ø,ø,el,n,ø,ø,22,traduction,Non, Non,2226,0,0,0,0,2,1,0,0
2227,ø,ø,ø,ø,do,ø,ø,ø,22,traduction,Non, Non,2227,0,0,0,0,1,0,0,0
2228,de,ø,ø,ø,están,ø,ø,ø,22,traduction,Non, Non,2228,3,0,0,0,2,0,0,0
2229,ø,ø,ø,ø,ø,ø,mo,ø,22,traduction,Non, Non,2229,0,0,0,0,0,0,2,0
2230,ø,ý,ø,ø,ý,ø,ø,ø,22,traduction,Non, Non,2230,0,1,0,0,1,0,0,0
2231,ẏ,ø,ý,ý,ø,en,y,ø,22,traduction,Non, Non,2231,1,0,4,4,0,3,4,0
2232,es,es,ø,es,es,es,es,ø,22,traduction,Non, Non,2232,1,1,0,1,1,1,1,0
2233,ø,ø,ø,ø,ø,la,ø,ø,22,traduction,Non, Non,2233,0,0,0,0,0,2,0,0
2234,e,e,e,e,ø,e,e,ø,22,traduction,Non, Non,2234,2,2,2,2,0,2,2,0
2235,E,Et,Et,ø,en,ø,E,ø,22,traduction,Non, Non,2235,1,2,2,0,3,0,1,0
2236,ø,ø,fazer,ø,ø,ø,ø,ø,22,traduction,Non, Non,2236,0,0,2,0,0,0,0,0
2237,ø,anchas,ø,ø,anchas,ø,ø,ø,22,traduction,Non, Non,2237,0,1,0,0,1,0,0,0
2238,asy,ø,así,así,muy,asý,assi,ø,22,traduction,Non, Non,2238,1,0,1,1,3,1,1,0
2239,ø,en,en,en,en,en,en,ø,22,traduction,Non, Non,2239,0,1,1,1,1,1,1,0
2240,por,por,ø,por,por,por,por,ø,22,traduction,Non, Non,2240,1,1,0,1,1,1,1,0
2241,ø,Et,Et,ø,Et,ø,ø,ø,22,traduction,Non, Non,2241,0,1,1,0,1,0,0,0
2242,ø,,ø,ø,ø,ø,ø,ø,22,traduction,Non, Non,2242,0,2,0,0,0,0,0,0
2243,ø,que,ø,ø,ø,ø,ø,ø,22,traduction,Non, Non,2243,0,2,0,0,0,0,0,0
2244,ø,Et,ø,ø,ø,ø,ø,ø,22,traduction,Non, Non,2244,0,2,0,0,0,0,0,0
2245,ø,ø,es,es,ø,es,es,ø,22,traduction,Non, Non,2245,0,0,2,2,0,2,2,0
2246,entrar,ø,entrar,entrar,yr,saltar,entrar,ø,22,traduction,Non, Non,2246,1,0,1,1,2,3,1,0
2247,que,ø,que,ø,ø,que,que,ø,22,traduction,Non, Non,2247,2,0,2,0,0,2,2,0
2248,sogas,sogas,sogas,sogas,ø,sogas,sogas,ø,22,traduction,Non, Non,2248,2,2,2,2,0,2,2,0
2249,ø,Et,ø,ø,ø,ø,ø,ø,22,traduction,Non, Non,2249,0,2,0,0,0,0,0,0
2250,ø,llaman,ø,ø,llaman,ø,sean,ø,22,traduction,Non, Non,2250,0,2,0,0,2,0,1,0
2251,ø,ø,ø,ø,ø,ø,la,ø,22,traduction,Non, Non,2251,0,0,0,0,0,0,2,0
2252,ø,ø,ruecas,ø,ø,ø,ruecas,ø,22,traduction,Non, Non,2252,0,0,2,0,0,0,2,0
2253,fecho,fecho,fecho,fecho,ø,fecho,fecho,ø,22,traduction,Non, Non,2253,2,2,2,2,0,2,2,0
2254,ø,Et,ø,ø,ø,ø,ø,ø,22,traduction,Non, Non,2254,0,2,0,0,0,0,0,0
2255,ø,a,ø,ø,a,ø,ø,ø,22,traduction,Non, Non,2255,0,1,0,0,1,0,0,0
2256,cada,ø,cada,cada,ø,cada,cada,ø,22,traduction,Non, Non,2256,2,0,2,2,0,2,2,0
2257,ø,ella,ella,ella,ella,ella,ella,ø,22,traduction,Non, Non,2257,0,1,1,1,1,1,1,0
2258,ø,muchas,ø,muchas,muchas,muchas,ø,ø,22,traduction,Non, Non,2258,0,1,0,1,1,1,0,0
2259,muchas,ø,muchas,ø,ø,ø,muchas,ø,22,traduction,Non, Non,2259,2,0,2,0,0,0,2,0
2260,se,ø,se,ø,ø,ø,se,ø,22,traduction,Non, Non,2260,2,0,2,0,0,0,2,0
2261,ø,Et,ø,ø,Et,ø,ø,ø,22,traduction,Non, Non,2261,0,1,0,0,1,0,0,0
2262,ø,ø,ø,ø,tanbién,ø,ø,ø,22,traduction,Non, Non,2262,0,0,0,0,1,0,0,0
2263,ø,el,el,el,el,el,el,ø,22,traduction,Non, Non,2263,0,1,1,1,1,1,1,0
2264,ø,ø,feriere,ø,ø,ø,ø,ø,22,traduction,Non, Non,2264,0,0,2,0,0,0,0,0
2265,le,ø,le,le,lo,le,le,ø,22,traduction,Non, Non,2265,3,0,3,3,1,3,3,0
2266,ø,en,en,en,en,en,en,ø,22,traduction,Non, Non,2266,0,1,1,1,1,1,1,0
2267,todos,todos,todos,todos,ø,todos,todos,ø,22,traduction,Non, Non,2267,2,2,2,2,0,2,2,0
2268,ø,amos,ø,ø,amos,ø,ø,ø,22,traduction,Non, Non,2268,0,1,0,0,1,0,0,0
2269,mucho,mucho,mucho,mucho,sienpre,mucho,ø,ø,22,traduction,Non, Non,2269,1,1,1,1,2,1,0,0
2270,e,e,e,e,ø,e,e,ø,22,traduction,Non, Non,2270,2,2,2,2,0,2,2,0
2271,e,ø,e,e,ø,e,e,ø,22,traduction,Non, Non,2271,2,0,2,2,0,2,2,0
2272,ø,de,de,de,de,de,de,ø,22,glose,Non, Non,2272,0,1,1,1,1,1,1,0
2273,ø,ø,ø,ø,allí,ø,ø,ø,22,glose,Non, Non,2273,0,0,0,0,1,0,0,0
2274,ø,a,ø,a,ø,a,ø,ø,22,glose,Non, Non,2274,0,2,0,2,0,2,0,0
2275,ø,de,de,de,de,de,de,ø,22,glose,Non, Non,2275,0,1,1,1,1,1,1,0
2276,ø,ø,ø,ø,onrrados,ø,ø,ø,22,glose,Non, Non,2276,0,0,0,0,1,0,0,0
2277,ø,dicha,ø,ø,ø,ø,ø,ø,22,glose,Non, Non,2277,0,2,0,0,0,0,0,0
2278,a,ø,a,ø,ø,ø,a,ø,22,glose,Non, Non,2278,2,0,2,0,0,0,2,0
2279,ø,ø,ø,ø,ø,ø,todo,ø,22,glose,Non, Non,2279,0,0,0,0,0,0,2,0
2280,treynta,ø,treynta,treynta,treynta,treynta,treynta,ø,22,glose,Non, Non,2280,1,0,1,1,1,1,1,0
2281,quatro,ø,quatro,quatro,quatro,quatro,quatro,ø,22,glose,Non, Non,2281,1,0,1,1,1,1,1,0
2282,ø,ø,ø,ø,sant,ø,ø,ø,22,glose,Non, Non,2282,0,0,0,0,1,0,0,0
2283,la,ø,ø,ø,de,ø,la,ø,22,glose,Non, Non,2283,2,0,0,0,3,0,2,0
2284,ø,ø,ø,ø,ø,que,que,ø,22,glose,Non, Non,2284,0,0,0,0,0,2,2,0
2285,ø,ø,ø,ø,que,ø,ø,ø,22,glose,Non, Non,2285,0,0,0,0,1,0,0,0
2286,ø,çibdades,ø,ø,çibdades,ø,ø,ø,22,glose,Non, Non,2286,0,1,0,0,1,0,0,0
2287,por,por,por,por,ø,por,por,ø,22,glose,Non, Non,2287,2,2,2,2,0,2,2,0
2288,a,a,ø,a,ø,a,a,ø,22,glose,Non, Non,2288,2,2,0,2,0,2,2,0
2289,ø,ø,ø,ø,ø,que,que,ø,22,glose,Non, Non,2289,0,0,0,0,0,2,2,0
2290,ø,ø,ø,ø,ø,ø,porque,ø,22,glose,Non, Non,2290,0,0,0,0,0,0,2,0
2291,se,ø,ø,ø,ø,ø,esso,ø,22,glose,Non, Non,2291,1,0,0,0,0,0,3,0
2292,ø,se,se,se,se,se,se,ø,22,glose,Non, Non,2292,0,1,1,1,1,1,1,0
2293,ø,ø,le,ø,ø,ø,le,ø,22,glose,Non, Non,2293,0,0,2,0,0,0,2,0
2294,e,ø,e,ø,ø,ø,ø,ø,22,glose,Non, Non,2294,2,0,2,0,0,0,0,0
2295,ø,a,ø,a,ø,a,a,ø,22,glose,Non, Non,2295,0,2,0,2,0,2,2,0
2296,los,los,los,les,los,ø,les,ø,22,glose,Non, Non,2296,3,3,3,2,3,0,2,0
2297,ø,ø,ø,ø,ø,ø,su,ø,22,glose,Non, Non,2297,0,0,0,0,0,0,2,0
2298,que,que,que,que,que,ø,que,ø,22,glose,Non, Non,2298,1,1,1,1,1,0,1,0
2299,el,el,el,el,ø,quel,el,ø,22,glose,Non, Non,2299,1,1,1,1,0,3,1,0
2300,ø,ø,ø,ø,ý,ø,ø,ø,22,glose,Non, Non,2300,0,0,0,0,1,0,0,0
2301,ø,ø,ø,ø,ø,ø,cortaron,ø,22,glose,Non, Non,2301,0,0,0,0,0,0,2,0
2302,los,los,los,los,los,ø,los,ø,22,glose,Non, Non,2302,1,1,1,1,1,0,1,0
2303,ø,ø,ø,ø,los,ø,ø,ø,22,glose,Non, Non,2303,0,0,0,0,1,0,0,0
2304,ø,ø,ø,ø,ø,ø,todos,ø,22,glose,Non, Non,2304,0,0,0,0,0,0,2,0
2305,ø,ø,ø,ø,ende,ø,ø,ø,22,glose,Non, Non,2305,0,0,0,0,1,0,0,0
2306,ø,ø,ø,ø,ø,ø,se,ø,22,glose,Non, Non,2306,0,0,0,0,0,0,2,0
2307,ø,ø,ø,ø,todos,ø,ø,ø,22,glose,Non, Non,2307,0,0,0,0,1,0,0,0
2308,a,ø,ø,ø,ø,ø,a,ø,22,glose,Non, Non,2308,2,0,0,0,0,0,2,0
2309,ø,se,ø,se,se,ø,ø,ø,22,glose,Non, Non,2309,0,1,0,1,1,0,0,0
2310,ø,ø,ø,ø,ø,ø,caualleros,ø,22,glose,Non, Non,2310,0,0,0,0,0,0,2,0
2311,ø,ø,ø,ø,ø,ø,mucho,ø,22,glose,Non, Non,2311,0,0,0,0,0,0,2,0
2312,ø,ø,la,ø,ø,ø,ø,ø,22,glose,Non, Non,2312,0,0,2,0,0,0,0,0
2313,ø,ø,ø,ø,eran,ø,ø,ø,22,glose,Non, Non,2313,0,0,0,0,1,0,0,0
2314,ø,ø,ø,ø,e,ø,ø,ø,22,glose,Non, Non,2314,0,0,0,0,1,0,0,0
2315,ø,allí,ø,ø,ø,ø,ø,ø,22,glose,Non, Non,2315,0,2,0,0,0,0,0,0
2316,a,ø,ø,a,ø,a,a,ø,22,glose,Non, Non,2316,2,0,0,2,0,2,2,0
2317,a,a,ø,a,a,ø,a,ø,22,glose,Non, Non,2317,1,1,0,1,1,0,1,0
2318,ø,muy,ø,ø,muy,ø,ø,ø,22,glose,Non, Non,2318,0,1,0,0,1,0,0,0
2319,ø,ø,ø,ø,ø,que,ø,ø,22,glose,Non, Non,2319,0,0,0,0,0,2,0,0
2320,ø,quel,ø,ø,le,ø,ø,ø,22,glose,Non, Non,2320,0,2,0,0,3,0,0,0
2321,que,ø,que,que,que,que,que,ø,22,glose,Non, Non,2321,1,0,1,1,1,1,1,0
2322,ø,allí,ø,ø,allí,ø,ø,ø,22,glose,Non, Non,2322,0,1,0,0,1,0,0,0
2323,le,ø,le,le,le,ø,le,ø,22,glose,Non, Non,2323,1,0,1,1,1,0,1,0
2324,ø,ø,ø,ø,se,ø,ø,ø,22,glose,Non, Non,2324,0,0,0,0,1,0,0,0
2325,ø,ø,ø,ø,ø,ø,se,ø,22,glose,Non, Non,2325,0,0,0,0,0,0,2,0
2326,dos,dos,dos,dos,ø,dos,dos,ø,22,glose,Non, Non,2326,2,2,2,2,0,2,2,0
2327,le,ø,le,lo,le,lo,le,ø,22,glose,Non, Non,2327,3,0,3,1,3,1,3,0
2328,ø,ø,ø,ø,ø,ø,se,ø,22,glose,Non, Non,2328,0,0,0,0,0,0,2,0
2329,traydores,traydores,traydores,traydores,traydores,traydores,ø,ø,22,glose,Non, Non,2329,1,1,1,1,1,1,0,0
2330,e,e,e,e,e,ø,e,ø,22,glose,Non, Non,2330,1,1,1,1,1,0,1,0
2331,ø,ø,ø,ø,de,ø,ø,ø,22,glose,Non, Non,2331,0,0,0,0,1,0,0,0
2332,que,ø,que,que,que,que,que,ø,22,glose,Non, Non,2332,1,0,1,1,1,1,1,0
2333,ø,ø,ø,le,ø,le,ø,ø,22,glose,Non, Non,2333,0,0,0,2,0,2,0,0
2334,muy,muy,muy,muy,ø,muy,muy,ø,22,glose,Non, Non,2334,2,2,2,2,0,2,2,0
2335,avn,ø,aún,aun,ø,aun,avn,ø,22,glose,Non, Non,2335,3,0,1,1,0,1,3,0
2336,ø,ø,ø,ø,en,ø,ø,ø,22,glose,Non, Non,2336,0,0,0,0,1,0,0,0
2337,ø,ø,ø,ø,ø,ø,le,ø,22,glose,Non, Non,2337,0,0,0,0,0,0,2,0
2338,ø,ø,ø,a,a,a,a,ø,22,glose,Non, Non,2338,0,0,0,1,1,1,1,0
2339,que,ø,que,que,que,que,que,ø,22,glose,Non, Non,2339,1,0,1,1,1,1,1,0
2340,ø,ø,ø,ø,ø,ø,se,ø,22,glose,Non, Non,2340,0,0,0,0,0,0,2,0
2341,lo,ø,lo,lo,lo,lo,lo,ø,22,glose,Non, Non,2341,1,0,1,1,1,1,1,0
2342,ø,que,ø,ø,que,ø,ø,ø,22,glose,Non, Non,2342,0,1,0,0,1,0,0,0
2343,ø,ø,ø,ø,le,ø,ø,ø,22,glose,Non, Non,2343,0,0,0,0,1,0,0,0
2344,ya,ø,ya,ya,ya,ya,ya,ø,22,glose,Non, Non,2344,1,0,1,1,1,1,1,0
2345,ø,ø,a,a,a,a,a,ø,22,glose,Non, Non,2345,0,0,1,1,1,1,1,0
2346,mucho,mucho,muy,muy,ø,muy,mucho,ø,22,glose,Non, Non,2346,2,2,3,3,0,3,2,0
2347,ø,de,de,de,de,de,ø,ø,22,glose,Non, Non,2347,0,1,1,1,1,1,0,0
2348,ø,ø,dos,ø,ø,ø,ø,ø,22,glose,Non, Non,2348,0,0,2,0,0,0,0,0
2349,con,con,con,con,con,con,ø,ø,22,glose,Non, Non,2349,1,1,1,1,1,1,0,0
2350,ø,e,ø,ø,ø,ø,ø,ø,22,glose,Non, Non,2350,0,2,0,0,0,0,0,0
2351,le,ø,le,le,ø,lo,le,ø,22,glose,Non, Non,2351,3,0,3,3,0,1,3,0
2352,ø,la,ø,la,ø,la,ø,ø,22,glose,Non, Non,2352,0,2,0,2,0,2,0,0
2353,ø,ø,ø,ø,ø,presunçión,ø,ø,22,glose,Non, Non,2353,0,0,0,0,0,2,0,0
2354,a,ø,ø,a,ø,a,a,ø,22,glose,Non, Non,2354,2,0,0,2,0,2,2,0
2355,ø,e,e,e,e,e,e,ø,22,glose,Non, Non,2355,0,1,1,1,1,1,1,0
2356,gente,ø,gentes,gentes,e,gentes,gentes,ø,22,glose,Non, Non,2356,2,0,4,4,1,4,4,0
2357,ø,que,ø,ø,ø,ø,ø,ø,22,glose,Non, Non,2357,0,2,0,0,0,0,0,0
2358,ø,asý,ø,ø,ø,ø,ø,ø,22,glose,Non, Non,2358,0,2,0,0,0,0,0,0
2359,ø,ø,todos,ø,ø,ø,ø,ø,22,glose,Non, Non,2359,0,0,2,0,0,0,0,0
2360,dellos,dellos,dellos,dellos,ø,dellos,dellos,ø,22,glose,Non, Non,2360,2,2,2,2,0,2,2,0
2361,ø,tan,ø,tan,tan,tan,ø,ø,22,glose,Non, Non,2361,0,1,0,1,1,1,0,0
2362,ø,ø,ø,ø,ø,ø,les,ø,22,glose,Non, Non,2362,0,0,0,0,0,0,2,0
2363,ø,muy,ø,ø,muy,muy,ø,ø,22,glose,Non, Non,2363,0,1,0,0,1,1,0,0
2364,se,se,se,se,se,ø,se,ø,22,glose,Non, Non,2364,1,1,1,1,1,0,1,0
2365,muy,ø,muy,muy,ø,muy,muy,ø,22,glose,Non, Non,2365,2,0,2,2,0,2,2,0
2366,que,que,que,que,que,ø,que,ø,22,glose,Non, Non,2366,1,1,1,1,1,0,1,0
2367,ø,ø,ø,ø,muy,ø,ø,ø,22,glose,Non, Non,2367,0,0,0,0,1,0,0,0
2368,ø,cavalleros,ø,ø,cavalleros,ø,ø,ø,22,glose,Non, Non,2368,0,1,0,0,1,0,0,0
2369,ø,ø,ø,ø,ø,a,ø,ø,22,glose,Non, Non,2369,0,0,0,0,0,2,0,0
2370,a,ø,a,a,ø,a,a,ø,22,glose,Non, Non,2370,2,0,2,2,0,2,2,0
2371,ø,ella,ella,ella,ella,ella,ella,ø,22,glose,Non, Non,2371,0,1,1,1,1,1,1,0
2372,e,ø,e,e,e,e,e,ø,22,glose,Non, Non,2372,1,0,1,1,1,1,1,0
2373,le,ø,le,le,ø,le,le,ø,22,glose,Non, Non,2373,2,0,2,2,0,2,2,0
2374,ø,se,ø,ø,ø,ø,ø,ø,22,glose,Non, Non,2374,0,2,0,0,0,0,0,0
2375,ø,ø,ø,e,ø,ø,ø,ø,22,glose,Non, Non,2375,0,0,0,2,0,0,0,0
2376,mucho,mucho,mucho,mucho,ø,mucho,mucho,ø,22,glose,Non, Non,2376,2,2,2,2,0,2,2,0
2377,vado,ø,vado,vado,ø,vado,vado,ø,22,glose,Non, Non,2377,2,0,2,2,0,2,2,0
2378,ø,que,ø,que,ø,ø,ø,ø,22,glose,Non, Non,2378,0,2,0,2,0,0,0,0
2379,ø,ø,ø,ø,la,ø,ø,ø,22,glose,Non, Non,2379,0,0,0,0,1,0,0,0
2380,ø,con,con,con,con,con,con,ø,22,glose,Non, Non,2380,0,1,1,1,1,1,1,0
2381,los,ø,ø,ø,ø,ø,los,ø,22,glose,Non, Non,2381,2,0,0,0,0,0,2,0
2382,todos,todos,ø,todos,todos,todos,todos,ø,22,glose,Non, Non,2382,1,1,0,1,1,1,1,0
2383,ø,ø,todos,ø,ø,ø,ø,ø,22,glose,Non, Non,2383,0,0,2,0,0,0,0,0
2384,lo,ø,ø,ø,ø,ø,ø,ø,22,glose,Non, Non,2384,2,0,0,0,0,0,0,0
2385,de,ø,ø,ø,ø,ø,ø,ø,22,glose,Non, Non,2385,2,0,0,0,0,0,0,0
2386,todo,todo,todo,todo,ø,todo,todo,ø,22,glose,Non, Non,2386,2,2,2,2,0,2,2,0
2387,ø,ø,ø,ø,todo,ø,ø,ø,22,glose,Non, Non,2387,0,0,0,0,1,0,0,0
2388,ø,ø,ø,ø,ø,mi,ø,ø,22,glose,Non, Non,2388,0,0,0,0,0,2,0,0
2389,ø,ø,ø,ø,ø,razón,ø,ø,22,glose,Non, Non,2389,0,0,0,0,0,2,0,0
2390,ø,eres,ø,ø,eres,ø,ø,ø,22,glose,Non, Non,2390,0,1,0,0,1,0,0,0
2391,ø,ø,ø,ø,ø,ø,te,ø,22,glose,Non, Non,2391,0,0,0,0,0,0,2,0
2392,ø,a,ø,a,a,a,ø,ø,22,glose,Non, Non,2392,0,1,0,1,1,1,0,0
2393,ø,ø,ø,ø,ø,yo,ø,ø,22,glose,Non, Non,2393,0,0,0,0,0,2,0,0
2394,en,ø,en,en,en,en,en,ø,22,glose,Non, Non,2394,1,0,1,1,1,1,1,0
2395,en,en,ø,en,en,en,ø,ø,22,glose,Non, Non,2395,1,1,0,1,1,1,0,0
2396,ø,a,ø,ø,a,ø,ø,ø,22,glose,Non, Non,2396,0,1,0,0,1,0,0,0
2397,ø,más,ø,ø,más,ø,ø,ø,22,glose,Non, Non,2397,0,1,0,0,1,0,0,0
2398,e,e,ø,e,e,e,e,ø,22,glose,Non, Non,2398,1,1,0,1,1,1,1,0
2399,ø,omne,ø,omne,omne,omne,ø,ø,22,glose,Non, Non,2399,0,1,0,1,1,1,0,0
2400,mataron,mataron,mataron,mataron,mataron,mataron,ø,ø,22,glose,Non, Non,2400,1,1,1,1,1,1,0,0
2401,ø,ø,ø,ø,tan,ø,ø,ø,22,glose,Non, Non,2401,0,0,0,0,1,0,0,0
2402,ø,ø,ø,ø,ø,que,ø,ø,22,glose,Non, Non,2402,0,0,0,0,0,2,0,0
2403,ø,ø,ø,que,ø,que,ø,ø,22,glose,Non, Non,2403,0,0,0,2,0,2,0,0
2404,tan,tan,tan,tan,ø,tan,tan,ø,22,glose,Non, Non,2404,2,2,2,2,0,2,2,0
2405,las,las,las,las,ø,las,las,ø,22,glose,Non, Non,2405,2,2,2,2,0,2,2,0
2406,ø,el,el,el,el,el,el,ø,22,glose,Non, Non,2406,0,1,1,1,1,1,1,0
2407,que,ø,que,que,que,que,que,ø,22,glose,Non, Non,2407,1,0,1,1,1,1,1,0
2408,ø,ø,ø,ø,él,ø,ø,ø,22,glose,Non, Non,2408,0,0,0,0,1,0,0,0
2409,xxiij°,xxiii,xxiii°,xxiii°,·xxiii·,ø,xxiij,ø,23,,Non, Non,2409,5,1,4,4,3,0,1,0
2410,ø,ø,ø,ø,ø,qué,demuestra,ø,23,,Non, Non,2410,0,0,0,0,0,2,3,0
2411,ø,ø,ø,ø,ø,otrosý,ø,ø,23,,Non, Non,2411,0,0,0,0,0,2,0,0
2412,se,ø,se,se,ø,ø,se,ø,23,,Non, Non,2412,2,0,2,2,0,0,2,0
2413,acometer,acometer,acometer,acometer,acometer,ø,acometer,ø,23,,Non, Non,2413,1,1,1,1,1,0,1,0
2414,della,ø,della,della,ø,ø,della,ø,23,,Non, Non,2414,2,0,2,2,0,0,2,0
2415,a,a,ø,a,a,de,aque,ø,23,,Non, Non,2415,3,3,0,3,3,1,4,0
2416,son,son,son,son,son,ø,ø,ø,23,,Non, Non,2416,1,1,1,1,1,0,0,0
2417,ø,ø,ø,ø,xx,ø,ø,ø,23,traduction,Non, Non,2417,0,0,0,0,1,0,0,0
2418,ø,ø,se,se,se,se,se,ø,23,traduction,Non, Non,2418,0,0,1,1,1,1,1,0
2419,se,ø,se,se,ø,se,se,ø,23,traduction,Non, Non,2419,2,0,2,2,0,2,2,0
2420,della,ø,della,della,ø,della,della,ø,23,traduction,Non, Non,2420,2,0,2,2,0,2,2,0
2421,a,ø,a,a,a,ø,a,ø,23,traduction,Non, Non,2421,1,0,1,1,1,0,1,0
2422,en,en,en,en,en,ø,en,ø,23,traduction,Non, Non,2422,1,1,1,1,1,0,1,0
2423,de,de,de,de,de,ø,de,ø,23,traduction,Non, Non,2423,1,1,1,1,1,0,1,0
2424,en,en,en,en,ø,en,en,ø,23,traduction,Non, Non,2424,2,2,2,2,0,2,2,0
2425,nos,nos,ø,nos,nos,nos,nos,ø,23,traduction,Non, Non,2425,1,1,0,1,1,1,1,0
2426,de,a,de,de,ø,de,de,ø,23,traduction,Non, Non,2426,1,3,1,1,0,1,1,0
2427,es,es,es,es,ø,es,es,ø,23,traduction,Non, Non,2427,2,2,2,2,0,2,2,0
2428,en,ø,ø,en,en,en,en,ø,23,traduction,Non, Non,2428,1,0,0,1,1,1,1,0
2429,ø,ø,ø,ø,ø,de,ø,ø,23,traduction,Non, Non,2429,0,0,0,0,0,2,0,0
2430,el,ø,el,el,ø,el,el,ø,23,traduction,Non, Non,2430,2,0,2,2,0,2,2,0
2431,el,ø,el,el,ø,el,el,ø,23,traduction,Non, Non,2431,2,0,2,2,0,2,2,0
2432,ø,ø,ø,el,ø,el,ø,ø,23,traduction,Non, Non,2432,0,0,0,2,0,2,0,0
2433,el,ø,ø,el,ø,el,el,ø,23,traduction,Non, Non,2433,2,0,0,2,0,2,2,0
2434,o,o,o,o,ø,o,o,ø,23,traduction,Non, Non,2434,2,2,2,2,0,2,2,0
2435,en,en,ø,en,en,en,en,ø,23,traduction,Non, Non,2435,1,1,0,1,1,1,1,0
2436,en,en,en,en,en,ø,en,ø,23,traduction,Non, Non,2436,1,1,1,1,1,0,1,0
2437,a,ø,a,a,ø,a,a,ø,23,traduction,Non, Non,2437,2,0,2,2,0,2,2,0
2438,ø,ø,ø,ø,si,ø,ø,ø,23,traduction,Non, Non,2438,0,0,0,0,1,0,0,0
2439,ø,se,ø,ø,ø,ø,ø,ø,23,traduction,Non, Non,2439,0,2,0,0,0,0,0,0
2440,ø,ø,ø,ø,que,ø,ø,ø,23,traduction,Non, Non,2440,0,0,0,0,1,0,0,0
2441,que,ø,que,que,non,que,que,ø,23,traduction,Non, Non,2441,3,0,3,3,1,3,3,0
2442,nos,nos,nos,nos,ø,nos,nos,ø,23,traduction,Non, Non,2442,2,2,2,2,0,2,2,0
2443,es,ø,es,es,ø,es,es,ø,23,traduction,Non, Non,2443,2,0,2,2,0,2,2,0
2444,ø,e,e,e,e,e,e,ø,23,traduction,Non, Non,2444,0,1,1,1,1,1,1,0
2445,la,la,la,ø,ø,ø,la,ø,23,traduction,Non, Non,2445,2,2,2,0,0,0,2,0
2446,muy,muy,muy,muy,ø,muy,muy,ø,23,traduction,Non, Non,2446,2,2,2,2,0,2,2,0
2447,cada,ø,cada,cada,cada,cada,cada,ø,23,traduction,Non, Non,2447,1,0,1,1,1,1,1,0
2448,ø,ø,ø,se,ø,ø,ø,ø,23,traduction,Non, Non,2448,0,0,0,2,0,0,0,0
2449,en,en,en,en,ø,en,en,ø,23,traduction,Non, Non,2449,2,2,2,2,0,2,2,0
2450,ø,por,por,ø,por,por,ø,ø,23,traduction,Non, Non,2450,0,1,1,0,1,1,0,0
2451,ø,se,ø,ø,ø,ø,ø,ø,23,traduction,Non, Non,2451,0,2,0,0,0,0,0,0
2452,la,la,la,la,ø,la,la,ø,23,traduction,Non, Non,2452,2,2,2,2,0,2,2,0
2453,ø,ø,ø,ø,de,ø,ø,ø,23,traduction,Non, Non,2453,0,0,0,0,1,0,0,0
2454,e,e,e,ø,e,e,e,ø,23,traduction,Non, Non,2454,1,1,1,0,1,1,1,0
2455,todo,ø,ø,ø,ø,ø,todo,ø,23,traduction,Non, Non,2455,2,0,0,0,0,0,2,0
2456,ø,ø,ø,ø,e,ø,ø,ø,23,traduction,Non, Non,2456,0,0,0,0,1,0,0,0
2457,a,a,a,a,a,a,ø,ø,23,traduction,Non, Non,2457,1,1,1,1,1,1,0,0
2458,echandolos,ø,lançándolos,echándolos,ø,echándolos,echandolos,ø,23,traduction,Non, Non,2458,1,0,3,1,0,1,1,0
2459,ø,lo,ø,ø,lo,ø,ø,ø,23,traduction,Non, Non,2459,0,1,0,0,1,0,0,0
2460,lo,ø,lo,lo,ø,lo,lo,ø,23,traduction,Non, Non,2460,2,0,2,2,0,2,2,0
2461,ø,la,ø,ø,ø,la,ø,ø,23,traduction,Non, Non,2461,0,2,0,0,0,2,0,0
2462,ø,ø,ø,ø,ø,se,ø,ø,23,traduction,Non, Non,2462,0,0,0,0,0,2,0,0
2463,tal,ø,tal,ø,ø,tal,tal,ø,23,traduction,Non, Non,2463,2,0,2,0,0,2,2,0
2464,ø,tal,ø,tal,tal,ø,ø,ø,23,traduction,Non, Non,2464,0,1,0,1,1,0,0,0
2465,ø,el,el,el,el,el,el,ø,23,traduction,Non, Non,2465,0,1,1,1,1,1,1,0
2466,que,ø,que,que,que,que,que,ø,23,traduction,Non, Non,2466,1,0,1,1,1,1,1,0
2467,muy,muy,muy,muy,ø,muy,muy,ø,23,traduction,Non, Non,2467,2,2,2,2,0,2,2,0
