Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U,Notes,Index
3218,mandolo,mandól,mandólo,mandólo,mandólo,mandólo,mandolo,ø,22,glose,Non, Non,3218,2,1,3,3,3,3,2,NA,,3218
3219,fizolo,fízol,fízolo,fízolo,fízole,fízolo,fizolo,ø,22,glose,Non, Non,3219,3,1,3,3,2,3,3,NA,,3219
3220,besole,besól,besóle,besóle,besóle,besóle,besole,ø,22,glose,Non, Non,3220,1,2,1,1,1,1,1,NA,,3220
3221,torrnose,tornóse,tornóse,tornóse,fízole,torrnóse,tornose,ø,22,glose,Non, Non,3221,2,2,2,2,1,2,2,NA,,3221
3222,dexole,dexól,dejóle,dexóle,dexóle,dexóle,dexole,ø,22,glose,Non, Non,3222,3,1,2,3,3,3,3,NA,,3222
3223,acresçentole,acresçentól,acreçentóle,acreçentóle,acreçentóle,acresçentóle,acrescentole,ø,22,glose,Non, Non,3223,1,3,2,2,2,1,1,NA,,3223
3224,al,el,al,al,el,al,al,ø,22,glose,Non, Non,3224,2,1,2,2,1,2,2,NA,,3224
3225,llamauan,llamavan,llamavan,llamavan,llamavan,dezían,llamauan,ø,22,glose,Non, Non,3225,2,2,2,2,2,1,2,NA,,3225
3226,buçifal,Buçífal,Buçífal,Buçéfal,Buçífal,Buçífal,Bucifal,ø,22,glose,Non, Non,3226,2,2,2,1,2,2,2,NA,,3226
3227,vn,tan,un,un,tan,un,vn,ø,22,glose,Non, Non,3227,2,1,2,2,1,2,2,NA,,3227
3228,tal,noble,tal,tal,noble,tal,tal,ø,22,glose,Non, Non,3228,2,1,2,2,1,2,2,NA,,3228
3229,tal,tal,tal,tal,grant,ø,tal,ø,22,glose,Non, Non,3229,1,1,1,1,2,0,1,NA,,3229
3230,que,que,que,que,que,e,que,ø,22,glose,Non, Non,3230,1,1,1,1,1,2,1,NA,,3230
3231,auia,avié,avía,avía,avía,para,auia,ø,22,glose,Non, Non,3231,2,3,2,2,2,1,2,NA,,3231
3232,cubierto,abierto,cubierto,cubierto,abierto,cu,cubierto,ø,22,glose,Oui, Non,3232,1,3,1,1,3,2,1,NA,,3232
3233,con,con,de,con,con,con,con,ø,22,glose,Non, Non,3233,1,1,2,1,1,1,1,NA,,3233
3234,espinas,espinas,espinas,espinas,espigas,espynas,espinas,ø,22,glose,Non, Non,3234,1,1,1,1,2,1,1,NA,,3234
3235,enel,en,en,en,en,en,en,ø,22,glose,Non, Non,3235,2,1,1,1,1,1,1,NA,,3235
3236,pero,enpero,enpero,pero,enpero,pero,pero,ø,22,glose,Non, Non,3236,2,1,1,2,1,2,2,NA,,3236
3237,que,quel,que,que,que,que,que,ø,22,glose,Non, Non,3237,1,2,1,1,1,1,1,NA,,3237
3238,del,el,del,ø,el,ø,del,ø,22,glose,Non, Non,3238,1,2,1,0,2,0,1,NA,,3238
3239,do,do,do,do,ø,do,en,ø,23,,Non, Non,3239,1,1,1,1,0,1,2,NA,,3239
3240,muestra,muestra,muestra,muestra,ø,muestra,que,ø,23,,Non, Non,3240,1,1,1,1,0,1,2,NA,,3240
3241,en,en,en,en,en,son,en,ø,23,,Non, Non,3241,1,1,1,1,1,2,1,NA,,3241
3242,qual,quál,quál,quál,quál,menester,qual,ø,23,,Non, Non,3242,2,2,2,2,2,1,2,NA,,3242
3243,manera,manera,manera,manera,manera,para,manera,ø,23,,Non, Non,3243,1,1,1,1,1,2,1,NA,,3243
3244,se,se,se,se,se,las,se,ø,23,,Non, Non,3244,1,1,1,1,1,2,1,NA,,3244
3245,deue,deve,deve,deve,deve,,deue,ø,23,,Non, Non,3245,1,1,1,1,1,2,1,NA,,3245
3246,fazer,fazer,fazer,fazer,fazer,de,fazer,ø,23,,Non, Non,3246,1,1,1,1,1,2,1,NA,,3246
3247,naue,nave,nave,nave,nave,mar,naue,ø,23,,Non, Non,3247,1,1,1,1,1,2,1,NA,,3247
3248,e,e,e,e,e,recuenta,e,ø,23,,Non, Non,3248,1,1,1,1,1,2,1,NA,,3248
3249,qual,quál,quál,quál,quál,este,qual,ø,23,,Non, Non,3249,2,2,2,2,2,1,2,NA,,3249
3250,manera,manera,manera,manera,manera,capítulo,manera,ø,23,,Non, Non,3250,1,1,1,1,1,2,1,NA,,3250
3251,deue,deven,deve,deve,deven,de,deue,ø,23,,Non, Non,3251,1,3,1,1,3,2,1,NA,,3251
3252,batalla,batalla,batalla,batalla,batalla,muerte,batalla,ø,23,,Non, Non,3252,1,1,1,1,1,2,1,NA,,3252
3253,que,qué,aquí,qué,qué,Alexandre,soñ,ø,23,,Non, Non,3253,4,4,2,4,4,3,1,NA,,3253
3254,ordenados,ordenadas,ordenadas,ordenadas,ordenadas,ø,ordenadas,ø,23,,Non, Non,3254,2,1,1,1,1,0,1,NA,,3254
3255,muestra,ø,ø,ø,el,n,ø,ø,23,traduction,Non, Non,3255,3,0,0,0,1,2,0,NA,,3255
3256,nesteneste,ø,n,n,n,E,,ø,23,traduction,Non, Non,3256,3,0,2,2,2,1,2,NA,,3256
3257,ø,ø,este,este,iii°,este,este,ø,23,traduction,Non, Non,3257,0,0,2,2,1,2,2,NA,,3257
3258,ø,ø,muestra,muestra,demuestra,muestra,muestra,ø,23,traduction,Non, Non,3258,0,0,1,1,2,1,1,NA,,3258
3259,sedeue,ø,deve,deve,deve,deve,deue,ø,23,traduction,Non, Non,3259,2,0,1,1,1,1,1,NA,,3259
3260,naue,ø,nave,nao,nave,nao,naue,ø,23,traduction,Non, Non,3260,2,0,2,1,2,1,2,NA,,3260
3261,que,ø,qué,qué,qué,aquí,que,ø,23,traduction,Non, Non,3261,2,0,2,2,2,1,2,NA,,3261
3262,do,do,do,Do,Do,Do,Do,ø,23,traduction,Non, Non,3262,2,2,2,1,1,1,1,NA,,3262
3263,deuese,dévese,dévese,dévese,deve,dévese,deuese,ø,23,traduction,Non, Non,3263,2,2,2,2,1,2,2,NA,,3263
3264,e,o,e,e,o,e,e,ø,23,traduction,Non, Non,3264,2,1,2,2,1,2,2,NA,,3264
3265,aquel,aquel,aquél,aquél,qual,aquél,aquel,ø,23,traduction,Non, Non,3265,1,1,1,1,2,1,1,NA,,3265
3266,cortos,cortos,cortos,cortos,cortos,cortos,cortados,ø,23,traduction,Non, Non,3266,1,1,1,1,1,1,2,NA,,3266
3267,aun,aun,aun,aun,aún,aún,avn,ø,23,traduction,Non, Non,3267,1,1,1,1,1,1,2,NA,,3267
3268,aserrarlos,ferrarlos,aserrarlos,assorrarlos,aserrarlos,aserrarlos,aserrarlos,ø,23,traduction,Non, Non,3268,1,2,1,1,1,1,1,NA,,3268
3269,si,asý,si,si,así,sy,si,ø,23,traduction,Non, Non,3269,2,1,2,2,1,2,2,NA,,3269
3270,verdes,verdes,verdes,verdes,secos,verdes,verdes,ø,23,traduction,Oui, Non,3270,2,2,2,2,1,2,2,NA,,3270
3271,fazerse,fazer,fazerse,fazerse,fazerse,fazerse,fazerse,ø,23,traduction,Non, Non,3271,1,2,1,1,1,1,1,NA,,3271
3272,Ca,ca,Et,Ca,ca,E,Ca,ø,23,traduction,Non, Non,3272,3,3,2,3,3,1,3,NA,,3272
3273,fazer,çerrar,fazer,fazer,ø,fazer,fazer,ø,23,traduction,Non, Non,3273,2,1,2,2,0,2,2,NA,,3273
3274,segunda,iii°,segunda,ii°,segunda,ii°,segunda,ø,23,traduction,Non, Non,3274,2,1,2,2,2,2,2,NA,,3274
3275,cosa,rrazón,cosa,cosa,cosa,cosa,cosa,ø,23,traduction,Non, Non,3275,1,2,1,1,1,1,1,NA,,3275
3276,en,en,en,en,e,en,en,ø,23,traduction,Non, Non,3276,2,2,2,2,1,2,2,NA,,3276
3277,la,la,la,la,la,a,la,ø,23,traduction,Non, Non,3277,1,1,1,1,1,2,1,NA,,3277
3278,dellas,dellas,dellas,dellas,della,della,dellas,ø,23,traduction,Non, Non,3278,2,2,2,2,1,1,2,NA,,3278
3279,ser,yr,ser,ser,yr,ser,ser,ø,23,traduction,Non, Non,3279,2,1,2,2,1,2,2,NA,,3279
3280,bien,bien,bien,bien,muy,bien,bien,ø,23,traduction,Non, Non,3280,2,2,2,2,1,2,2,NA,,3280
3281,saberse,saberse,saber,saberse,saberse,saberse,saberse,ø,23,traduction,Non, Non,3281,1,1,2,1,1,1,1,NA,,3281
3282,encobrir,cobrir,encobrir,encobrir,cobryr,conbatir,encobrir,ø,23,traduction,Non, Non,3282,2,1,2,2,1,3,2,NA,,3282
3283,porque,que,que,porque,que,que,porque,ø,23,traduction,Non, Non,3283,2,1,1,2,1,1,2,NA,,3283
3284,sofrir,sofrir,sofrir,sofrir,sofryr,so,sofrir,ø,23,traduction,Non, Non,3284,1,1,1,1,1,2,1,NA,,3284
3285,avn,aun,aún,avn,aun,aun,avn,ø,23,traduction,Non, Non,3285,2,1,1,2,1,1,2,NA,,3285
3286,peligrosa,peligros,peligrosa,peligrosa,peligros,peligrosa,peligrosa,ø,23,traduction,Non, Non,3286,2,1,2,2,1,2,2,NA,,3286
3287,quanto,quando,quanto,quanto,quando,quando,quanto,ø,23,traduction,Non, Non,3287,2,1,2,2,1,1,2,NA,,3287
3288,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,lydiadores,lidiadores,ø,23,traduction,Non, Non,3288,1,1,1,1,1,2,1,NA,,3288
3289,orços,orços,orços,orços,orcos,orços,orços,ø,23,traduction,Non, Non,3289,2,2,2,2,1,2,2,NA,,3289
3290,leños,llenos,llenos,llenos,llenos,llenos,llenos,ø,23,traduction,Non, Non,3290,2,1,1,1,1,1,1,NA,,3290
3291,resina,rresyna,resina,resinar,rregina,resyna,rezina,ø,23,traduction,Non, Non,3291,3,3,3,1,2,3,3,NA,,3291
3292,con,con,en,con,con,con,con,ø,23,traduction,Non, Non,3292,1,1,2,1,1,1,1,NA,,3292
3293,estopas,estopas,estopas,estopas,esta,estopas,estopas,ø,23,traduction,Non, Non,3293,2,2,2,2,1,2,2,NA,,3293
3294,E,Et,Et,E,pez,Et,E,ø,23,traduction,Non, Non,3294,1,3,3,1,2,3,1,NA,,3294
3295,la,la,la,la,la,la,ala,ø,23,traduction,Non, Non,3295,1,1,1,1,1,1,2,NA,,3295
3296,naue,nave,nave,nave,nava,nave,naue,ø,23,traduction,Non, Non,3296,1,1,1,1,2,1,1,NA,,3296
3297,quebraran,quebrantarán,quebrarán,quebrantarán,quebrarán,quemarán,quebraran,ø,23,traduction,Non, Non,3297,1,2,1,2,1,3,1,NA,,3297
3298,brauamente,bravamente,bravamente,bravamente,bravamente,bravamente,brauamente,ø,23,traduction,Non, Non,3298,2,1,1,1,1,1,2,NA,,3298
3299,en,en,sobre,en,en,en,en,ø,23,traduction,Non, Non,3299,1,1,2,1,1,1,1,NA,,3299
3300,e,e,e,e,e,a,e,ø,23,traduction,Non, Non,3300,1,1,1,1,1,2,1,NA,,3300
3301,sus,sus,sus,sus,los,sus,sus,ø,23,traduction,Non, Non,3301,2,2,2,2,1,2,2,NA,,3301
3302,alçarse,alçarse,alçarse,alçarse,lançarse,lançarse,alçarse,ø,23,traduction,Non, Non,3302,2,2,2,2,1,1,2,NA,,3302
3303,de,de,de,del,de,del,de,ø,23,traduction,Non, Non,3303,1,1,1,2,1,2,1,NA,,3303
3304,marinar,marear,marinar,marinar,marear,marinar,marinar,ø,23,traduction,Oui, Non,3304,2,1,2,2,1,2,2,NA,,3304
3305,de,de,de,del,de,del,de,ø,23,traduction,Non, Non,3305,1,1,1,2,1,2,1,NA,,3305
3306,al,al,al,al,al,del,al,ø,23,traduction,Non, Non,3306,1,1,1,1,1,2,1,NA,,3306
3307,mastel,mastel,master,mastel,maste,master,mastel,ø,23,traduction,Non, Non,3307,2,2,1,2,2,1,2,NA,,3307
3308,ferrado,foradado,ferrado,ferrado,foradado,ferrado,ferrado,ø,23,traduction,Oui, Non,3308,2,1,2,2,1,2,2,NA,,3308
3309,carnero,cardo,carnero,carnero,cardo,carrnero,carnero,ø,23,traduction,Oui, Non,3309,1,2,1,1,2,1,1,NA,,3309
3310,conel,con,con,con,con,con,con,ø,23,traduction,Non, Non,3310,2,1,1,1,1,1,1,NA,,3310
3311,lo,quel,lo,lo,le,lo,lo,ø,23,traduction,Non, Non,3311,3,1,3,3,2,3,3,NA,,3311
3312,lançar,lançar,,lançar,lançar,lançar,lançar,ø,23,traduction,Non, Non,3312,1,1,2,1,1,1,1,NA,,3312
3313,si,sý,sí,sí,sí,sý,ssi,ø,23,traduction,Non, Non,3313,2,1,1,1,1,1,1,NA,,3313
3314,anchas,anchas,anchas,anchas,muchas,anchas,anchas,ø,23,traduction,Non, Non,3314,2,2,2,2,1,2,2,NA,,3314
3315,ferir,fuyr,ferir,ø,foyr,ø,ferir,ø,23,traduction,Oui, Non,3315,1,2,1,0,2,0,1,NA,,3315
3316,que,que,que,que,que,e,que,ø,23,traduction,Non, Non,3316,1,1,1,1,1,2,1,NA,,3316
3317,retienen,rretienen,retienen,retienen,rretienen,retienen,retienen,ø,23,traduction,Non, Non,3317,2,1,2,2,1,2,2,NA,,3317
3318,seteno,vii°,vi°,vii°,vii°,vii°,seteno,ø,23,traduction,Non, Non,3318,2,2,1,2,2,2,2,NA,,3318
3319,los,les,los,los,los,los,los,ø,23,traduction,Non, Non,3319,1,2,1,1,1,1,1,NA,,3319
3320,peligrosa,peligrosa,peligrosa,peligrosa,ø,peligros,peligrosa,ø,23,traduction,Non, Non,3320,1,1,1,1,0,2,1,NA,,3320
3321,como,Ca,commo,commo,ca,commo,como,ø,23,traduction,Non, Non,3321,1,3,2,2,3,2,1,NA,,3321
3322,ø,o,ø,ø,e,ø,ø,ø,23,traduction,Non, Non,3322,0,2,0,0,1,0,0,NA,,3322
3323,de,en,de,de,en,de,de,ø,23,traduction,Non, Non,3323,2,1,2,2,1,2,2,NA,,3323
3324,escorrer,esorrer,escorrer,escorrer,escorrir,escorrer,escorrer,ø,23,traduction,Non, Non,3324,1,2,1,1,1,1,1,NA,,3324
3325,mar,mar,mar,mar,nave,mar,mar,ø,23,traduction,Non, Non,3325,2,2,2,2,1,2,2,NA,,3325
3326,tienpo,tienpo,tienpo,rato,tienpo,rato,tiempo,ø,23,traduction,Oui, Non,3326,1,1,1,2,1,2,1,NA,,3326
3327,por,por,por,por,por,e,por,ø,23,traduction,Non, Non,3327,1,1,1,1,1,2,1,NA,,3327
3328,leuar,llevar,levar,levar,levar,levar,leuar,ø,23,traduction,Non, Non,3328,1,2,1,1,1,1,1,NA,,3328
3329,taladores,taladros,taladores,taladros,taladros,taladros,taladores,ø,23,traduction,Non, Non,3329,2,1,2,1,1,1,2,NA,,3329
3330,los,sus,los,los,sus,los,los,ø,23,traduction,Non, Non,3330,2,1,2,2,1,2,2,NA,,3330
3331,que,que,que,que,es,que,que,ø,23,traduction,Non, Non,3331,2,2,2,2,1,2,2,NA,,3331
3332,nos,nos,nos,nos,que,nos,nos,ø,23,traduction,Non, Non,3332,2,2,2,2,1,2,2,NA,,3332
3333,vengarse,vençer,vengarse,vengarse,vençer,vengarse,vengarse,ø,23,traduction,Oui, Non,3333,2,1,2,2,1,2,2,NA,,3333
3334,asosiego,sosiego,asosiego,asossiego,sosiego,sosiego,asosiego,ø,23,traduction,Non, Non,3334,2,1,2,2,1,1,2,NA,,3334
3335,Ca,Et,Ca,ca,E,ca,Ca,ø,23,traduction,Non, Non,3335,3,2,3,3,1,3,3,NA,,3335
3336,enel,en,en,en,en,en,en,ø,23,traduction,Non, Non,3336,2,1,1,1,1,1,1,NA,,3336
3337,asi,asý,así,assí,así,sy,Assy,ø,23,traduction,Non, Non,3337,1,1,1,1,1,2,1,NA,,3337
3338,les,los,los,los,los,los,los,ø,23,traduction,Non, Non,3338,2,1,1,1,1,1,1,NA,,3338
3339,tuerto,tuerto,tuerto,tuero,tuerto,tuerto,tuerto,ø,23,traduction,Non, Non,3339,1,1,1,2,1,1,1,NA,,3339
3340,guerras,graçias,guerras,guerras,guerras,guerras,guerras,ø,23,traduction,Non, Non,3340,1,2,1,1,1,1,1,NA,,3340
3341,ygualados,ygualados,yguales,egualados,ø,ygualados,ygualados,ø,23,traduction,Non, Non,3341,1,1,2,1,0,1,1,NA,,3341
3342,turba,turba,turban,turba,gana,turba,turba,ø,23,traduction,Non, Non,3342,3,3,2,3,1,3,3,NA,,3342
3343,turban,turban,turban,turban,ganan,turban,turban,ø,23,traduction,Non, Non,3343,2,2,2,2,1,2,2,NA,,3343
3344,les,les,les,les,les,los,les,ø,23,traduction,Non, Non,3344,1,1,1,1,1,2,1,NA,,3344
3345,la,el,la,la,del,la,la,ø,23,glose,Non, Non,3345,2,1,2,2,3,2,2,NA,,3345
3346,enseñorear,enseñorear,enseñorear,enseñorear,enseñorear,señorear,enseñorear,ø,23,glose,Non, Non,3346,1,1,1,1,1,2,1,NA,,3346
3347,porque,porque,por,porque,porque,porque,porque,ø,23,glose,Non, Non,3347,1,1,2,1,1,1,1,NA,,3347
3348,desque,desque,que,desque,que,que,desque,ø,23,glose,Non, Non,3348,2,2,1,2,1,1,2,NA,,3348
3349,de,de,me,de,de,de,de,ø,23,glose,Non, Non,3349,1,1,2,1,1,1,1,NA,,3349
3350,soiudgar,subjugar,sojudgar,subjugar,sojudgar,buscar,soiuzgar,ø,23,glose,Non, Non,3350,2,2,2,2,2,1,2,NA,,3350
3351,de,deyuso,de,de,deyuso,de,de,ø,23,glose,Non, Non,3351,2,1,2,2,1,2,2,NA,,3351
3352,parte,ø,parte,parte,ø,parte,te,ø,23,glose,Non, Non,3352,1,0,1,1,0,1,2,NA,,3352
3353,respondieronle,rrespondieron,respondiéronle,respondiéronle,rrespondiéronle,respondiéronle,respondieronle,ø,23,glose,Non, Non,3353,2,1,2,2,2,2,2,NA,,3353
3354,doquier,doquier,doquier,doquier,doquier,donde,doquier,ø,23,glose,Non, Non,3354,1,1,1,1,1,2,1,NA,,3354
3355,el,quél,él,él,él,quél,el,ø,23,glose,Non, Non,3355,2,1,2,2,2,1,2,NA,,3355
3356,conellos,cavalleros,ellos,ellos,cavalleros,ø,ellos,ø,23,glose,Non, Non,3356,1,2,3,3,2,0,3,NA,,3356
3357,por,por,por,en,por,en,por,ø,23,glose,Non, Non,3357,1,1,1,2,1,2,1,NA,,3357
3358,a,a,a,con,a,con,a,ø,23,glose,Non, Non,3358,1,1,1,2,1,2,1,NA,,3358
3359,viento,viento,viento,viente,viento,viento,viento,ø,23,glose,Non, Non,3359,1,1,1,2,1,1,1,NA,,3359
3360,le,quel,le,le,quel,le,le,ø,23,glose,Non, Non,3360,2,1,2,2,1,2,2,NA,,3360
3361,otro,otro,otro,otro,el,otro,otro,ø,23,glose,Non, Non,3361,2,2,2,2,1,2,2,NA,,3361
3362,leuantaua,levantava,levantavan,levantava,levava,levantava,leuantaua,ø,23,glose,Non, Non,3362,3,3,2,3,1,3,3,NA,,3362
3363,ondas,ondas,olas,ondas,ondas,hondas,ondas,ø,23,glose,Non, Non,3363,2,2,1,2,2,2,2,NA,,3363
3364,do,do,do,de,do,de,do,ø,23,glose,Non, Non,3364,1,1,1,2,1,2,1,NA,,3364
3365,peresçidos,esperesçidos,peresçidos,pereçidos,espereçidos,peresçidos,peresçidos,ø,23,glose,Non, Non,3365,2,1,2,2,1,2,2,NA,,3365
3366,quien,que,quien,quien,él,quien,quien,ø,23,glose,Non, Non,3366,2,3,2,2,1,2,2,NA,,3366
3367,lo,le,lo,lo,le,le,lo,ø,23,glose,Non, Non,3367,2,1,2,2,1,1,2,NA,,3367
3368,peleauan,peleavan,peleavan,peleavan,peleavan,peleavan,pele,ø,23,glose,Non, Non,3368,2,2,2,2,2,2,1,NA,,3368
3369,comian,comiénlos,comíanlos,comíanlos,comíanlos,comíanlos,comianlos,ø,23,glose,Non, Non,3369,1,2,2,2,2,2,2,NA,,3369
3370,apriso,aprendió,aprisó,pensó,aprendió,aprisó,aprendio,ø,23,glose,Non, Non,3370,1,1,1,2,1,1,1,NA,,3370
3371,natura,natura,natura,natura,mar,natura,natura,ø,23,glose,Non, Non,3371,2,2,2,2,1,2,2,NA,,3371
3372,omes,elementos,omnes,omnes,elementos,omnes,ommes,ø,23,glose,Oui, Non,3372,1,2,1,1,2,1,1,NA,,3372
3373,vegadas,vezes,vegadas,vegadas,vezes,vegadas,vegadas,ø,23,glose,Non, Non,3373,2,1,2,2,1,2,2,NA,,3373
3374,media,Media,Media,Media,Media,Media,Meda,ø,23,glose,Non, Non,3374,3,2,2,2,2,2,1,NA,,3374
3375,soiudgo,subjugado,sojudgó,subjugado,sujudgado,sojudgado,soiuzgado,ø,23,glose,Non, Non,3375,1,2,1,2,3,2,2,NA,,3375
3376,do,donde,do,donde,donde,donde,donde,ø,23,glose,Non, Non,3376,2,1,2,1,1,1,1,NA,,3376
3377,el,al,al,el,al,el,el,ø,23,glose,Non, Non,3377,2,1,1,2,1,2,2,NA,,3377
3378,el,el,el,el,al,el,el,ø,23,glose,Non, Non,3378,2,2,2,2,1,2,2,NA,,3378
3379,quebrantar,quebrantar,quebrar,quebrantar,quebrantar,quebrantar,quebrantar,ø,23,glose,Non, Non,3379,1,1,2,1,1,1,1,NA,,3379
3380,por,e,por,por,e,por,por,ø,23,glose,Non, Non,3380,2,1,2,2,1,2,2,NA,,3380
3381,catiuos,cativos,castillos,cativos,cativos,captivos,catiuos,ø,23,glose,Non, Non,3381,1,1,2,1,1,1,1,NA,,3381
3382,mayores,mayores,mayores,mayores,mayores,mayorales,mayorales,ø,23,glose,Oui, Non,3382,1,1,1,1,1,2,2,NA,,3382
3383,dellos,diablos,dellos,dellos,diablos,dellos,dellos,ø,23,glose,Non, Non,3383,2,1,2,2,1,2,2,NA,,3383
3384,cortadle,,acortalde,cortatle,cortadle,cortalde,cortadle,ø,23,glose,Non, Non,3384,1,2,2,1,1,1,1,NA,,3384
3385,pudierdes,pudierdes,pudiéredes,pudierdes,pudiéredes,pudierdes,pudieredes,ø,23,glose,Non, Non,3385,1,1,2,1,2,1,1,NA,,3385
3386,trabaio,trabajo,trabajo,trabajo,trabajo,trabajo,trabajo,ø,23,glose,Non, Non,3386,2,1,1,1,1,1,1,NA,,3386
3387,he,he,que,he,he,he,he,ø,23,glose,Non, Non,3387,1,1,2,1,1,1,1,NA,,3387
3388,nin,nin,non,nin,nin,nin,nin,ø,23,glose,Non, Non,3388,1,1,2,1,1,1,1,NA,,3388
3389,madera,madero,madera,madera,madero,madera,madera,ø,23,glose,Non, Non,3389,2,1,2,2,1,2,2,NA,,3389
3390,la,la,lo,le,la,le,le,ø,23,glose,Non, Non,3390,3,3,1,2,3,2,2,NA,,3390
3391,cauallo,cavallo,cavallo,cavallo,cavallo,cavallero,cauallo,ø,23,glose,Oui, Non,3391,2,2,2,2,2,1,2,NA,,3391
3392,tomar,tornar,tomar,tomar,tornar,tomar,tomar,ø,23,glose,Non, Non,3392,2,1,2,2,1,2,2,NA,,3392
3393,ofreçerle,ø,ofreçerle,ofreçerle,ø,ofresçerle,ofrescer,ø,23,glose,Non, Non,3393,2,0,2,2,0,2,1,NA,,3393
3394,cintado,çintado,çintado,çintado,çercado,çintado,çiñydo,ø,23,glose,Non, Non,3394,1,3,3,3,2,3,4,NA,,3394
3395,son,sueno,son,son,sueno,son,son,ø,23,glose,Non, Non,3395,2,1,2,2,1,2,2,NA,,3395
3396,regnos,rregnos,regnos,regnos,rreyes,reynos,reynos,ø,23,glose,Non, Non,3396,2,2,2,2,1,2,2,NA,,3396
3397,donas,donas,donas,donas,donas,donas,dones,ø,23,glose,Non, Non,3397,1,1,1,1,1,1,2,NA,,3397
3398,omme,el,omne,el,el,el,el,ø,23,glose,Non, Non,3398,1,2,1,2,2,2,2,NA,,3398
3399,mucha,mucha,mucha,mucha,muy,mucha,mucha,ø,23,glose,Non, Non,3399,2,2,2,2,1,2,2,NA,,3399
3400,diga,diga,diga,diga,diera,diga,diga,ø,23,glose,Non, Non,3400,2,2,2,2,1,2,2,NA,,3400
3401,le,quel,le,le,le,le,le,ø,23,glose,Non, Non,3401,1,2,1,1,1,1,1,NA,,3401
3402,grant,gran,grant,grand,buen,grande,grand,ø,23,glose,Non, Non,3402,2,2,2,2,1,2,2,NA,,3402
3403,grant,grant,el,grand,grant,grand,grad,ø,23,glose,Non, Non,3403,1,1,2,1,1,1,3,NA,,3403
3404,al,al,al,a,a,a,a,ø,23,glose,Non, Non,3404,2,2,2,1,1,1,1,NA,,3404
3405,encone,entime,encone,encone,yntime,encone,encone,ø,23,glose,Non, Non,3405,2,1,2,2,1,2,2,NA,,3405
3406,deesa,dehesa,deessa,deessa,dehesa,diosa,deesa,ø,23,glose,Non, Non,3406,2,2,2,2,2,1,2,NA,,3406
3407,vuestṙa,vuestra,vuestra,vuestra,buestra,vuestra,vuestra,ø,23,glose,Non, Non,3407,2,1,1,1,1,1,1,NA,,3407
3408,Ca,e,Ca,ca,e,ca,Ca,ø,23,glose,Non, Non,3408,2,1,2,2,1,2,2,NA,,3408
3409,con,convusco,con,con,conbusco,con,con,ø,23,glose,Non, Non,3409,1,2,1,1,2,1,1,NA,,3409
3410,donde,donde,que,donde,donde,donde,donde,ø,23,glose,Non, Non,3410,1,1,2,1,1,1,1,NA,,3410
3411,donas,donas,donas,donas,donas,donas,dones,ø,23,glose,Non, Non,3411,1,1,1,1,1,1,2,NA,,3411
3412,donas,donas,donas,donas,donas,donas,dones,ø,23,glose,Non, Non,3412,1,1,1,1,1,1,2,NA,,3412
3413,que,que,que,que,a,a,que,ø,23,glose,Non, Non,3413,2,2,2,2,1,1,2,NA,,3413
3414,regno,rrey,regno,Regno,rrey,reyno,reyno,ø,23,glose,Non, Non,3414,1,2,1,1,2,1,1,NA,,3414
3415,eperimulo,enperador,Eperimulo,Eperimulo,enperador,Operimulo,Aperimulo,ø,23,glose,Non, Non,3415,3,4,3,3,4,1,2,NA,,3415
3416,osa,osa,osa,osa,es,osa,osa,ø,23,glose,Non, Non,3416,2,2,2,2,1,2,2,NA,,3416
3417,por,por,para,por,por,para,Por,ø,23,glose,Non, Non,3417,2,2,1,2,2,1,2,NA,,3417
3418,privado,criado,privado,privado,criado,privado,priuado,ø,23,glose,Oui, Non,3418,1,2,1,1,2,1,1,NA,,3418
3419,destenplo,destenpról,destenpló,destenpló,destenplóle,destenpló,destemplo,ø,23,glose,Non, Non,3419,2,1,2,2,1,2,2,NA,,3419
3420,sus,las,sus,sus,las,sus,sus,ø,23,glose,Non, Non,3420,2,1,2,2,1,2,2,NA,,3420
3421,E,Ca,Et,E,e,Et,E,ø,23,glose,Non, Non,3421,1,3,2,1,1,2,1,NA,,3421
3422,verdaderas,verdaderas,verras,verdaderas,verdaderas,verdaderas,verdaderas,ø,23,glose,Non, Non,3422,1,1,2,1,1,1,1,NA,,3422
3423,en,en,en,en,de,en,en,ø,23,glose,Non, Non,3423,2,2,2,2,1,2,2,NA,,3423
3424,E,o,Et,E,o,Et,E,ø,23,glose,Non, Non,3424,1,3,2,1,3,2,1,NA,,3424
3425,tantas,tantas,tantas,tantas,sus,tantas,tantas,ø,23,glose,Non, Non,3425,2,2,2,2,1,2,2,NA,,3425
3426,pagado,pagado,pagado,pagado,purgado,pagado,pagado,ø,23,glose,Non, Non,3426,2,2,2,2,1,2,2,NA,,3426
3427,humildat,humilldat,humilldat,humildat,omildat,humilldat,humildad,ø,23,glose,Non, Non,3427,1,2,2,1,1,2,1,NA,,3427
3428,bien,bien,bien,buena,bien,buena,buena,ø,23,glose,Non, Non,3428,1,1,1,2,1,2,2,NA,,3428
3429,la,la,la,la,al,la,la,ø,23,glose,Non, Non,3429,2,2,2,2,1,2,2,NA,,3429
